DATE,CPI,UNRATE,IMPORTS,EXPORTS,GDP,year,INFLATION,INFLATION_LAGGED,TRADE,TRADE_GDP,UNRATE_c,TRADE_GDP_c,UNRATE_x_TRADE
1989-01-01,121.2,5.4,586.154,485.189,5511.253,1989,10.28207461328481,10.50691244239632,1071.343,19.439191051472328,-0.41458333333333286,0.32718431229081446,-0.13564516280390002
1989-04-01,123.1,5.2,595.389,507.229,5612.463,1989,13.247470101195935,10.28207461328481,1102.618,19.64588452520756,-0.614583333333333,0.5338777860260464,-0.3281123893285075
1989-07-01,124.5,5.2,584.427,509.352,5695.365,1989,13.698630136986312,13.247470101195935,1093.779,19.204721734252328,-0.614583333333333,0.09271499507081415,-0.056981090720604505
1989-10-01,125.4,5.3,598.152,515.387,5747.237,1989,13.793103448275868,13.698630136986312,1113.539,19.375205859789666,-0.5145833333333334,0.263199120608153,-0.13543788081294542
1990-01-01,127.5,5.4,626.767,538.232,5872.701,1990,14.452423698384198,13.793103448275868,1164.999,19.837533019304065,-0.41458333333333286,0.7255262801225513,-0.3007911036341407
1990-04-01,128.9,5.4,614.759,545.925,5960.028,1990,14.37444543034605,14.452423698384198,1160.684,19.47447226757995,-0.41458333333333286,0.36246552839843815,-0.1502721669818523
1990-07-01,130.5,5.5,630.102,555.149,6015.116,1990,14.674868189806677,14.37444543034605,1185.251,19.704541026307723,-0.3145833333333332,0.5925342871262096,-0.18640141115845335
1990-10-01,133.4,5.9,647.282,568.186,6004.733,1990,16.000000000000014,14.674868189806677,1215.468,20.24183256774281,0.08541666666666714,1.129825828561298,0.09650595618961141
1991-01-01,134.7,6.4,620.317,573.177,6035.178,1991,16.12068965517239,16.000000000000014,1193.4940000000001,19.775622193744745,0.5854166666666671,0.6636154545632316,0.38849154735889213
1991-04-01,135.1,6.7,613.921,590.733,6126.862,1991,15.273037542662117,16.12068965517239,1204.654,19.661843207828085,0.885416666666667,0.5498364686465713,0.4868343732808185
1991-07-01,136.2,6.8,621.669,600.595,6205.937,1991,14.936708860759484,15.273037542662117,1222.2640000000001,19.695075860422044,0.9854166666666666,0.5830691212405306,0.5745660298891061
1991-10-01,137.2,7.0,638.27,615.217,6264.54,1991,14.428690575479553,14.936708860759484,1253.487,20.009242498252068,1.1854166666666668,0.8972357590705542,1.0635982227315528
1992-01-01,138.3,7.3,645.823,625.287,6363.102,1992,14.10891089108912,14.428690575479553,1271.1100000000001,19.976263149639912,1.4854166666666666,0.864256410458399,1.2837808763684133
1992-04-01,139.4,7.4,658.951,626.163,6470.763,1992,13.241267262388302,14.10891089108912,1285.114,19.860316318183806,1.5854166666666671,0.7483095790022922,1.186382478376551
1992-07-01,140.5,7.7,677.853,639.365,6566.641,1992,12.851405622489963,13.241267262388302,1317.2179999999998,20.059235764525578,1.885416666666667,0.9472290253440647,1.7859213915341223
1992-10-01,141.7,7.3,688.536,641.396,6680.803,1992,12.998405103668254,12.851405622489963,1329.9319999999998,19.906768692326356,1.4854166666666666,0.7947619531448424,1.1805526512339013
1993-01-01,142.8,7.3,699.31,643.606,6729.459,1993,12.00000000000001,12.998405103668254,1342.916,19.955779506198045,1.4854166666666666,0.8437727670165316,1.2533541310058063
1993-04-01,143.8,7.1,716.281,653.094,6808.939,1993,11.559348332040354,12.00000000000001,1369.375,20.111429989312576,1.2854166666666664,0.9994232501310627,1.2846753027726365
1993-07-01,144.5,6.9,719.251,650.897,6882.098,1993,10.727969348659006,11.559348332040354,1370.1480000000001,19.90887081235984,1.0854166666666671,0.7968640731783267,0.8649295460956425
1993-10-01,145.6,6.8,745.049,671.6,7013.738,1993,9.14542728635681,10.727969348659006,1416.649,20.198202442121445,0.9854166666666666,1.086195702939932,1.0703553489387247
1994-01-01,146.3,6.6,761.827,681.232,7115.652,1994,8.611729769858956,9.14542728635681,1443.059,20.280067097154273,0.7854166666666664,1.1680603579727595,0.917414072824438
1994-04-01,147.2,6.4,797.56,706.988,7246.931,1994,8.956328645447819,8.611729769858956,1504.548,20.761174626886884,0.5854166666666671,1.6491678877053708,0.9654503675941866
1994-07-01,148.4,6.1,833.751,736.883,7331.075,1994,8.957415565345084,8.956328645447819,1570.634,21.424334084701087,0.28541666666666643,2.3123273455195736,0.6599767632003778
1994-10-01,149.4,5.8,860.559,758.646,7455.288,1994,8.892128279883394,8.957415565345084,1619.205,21.718879270659965,-0.014583333333333393,2.6068725314784515,-0.03801689108406091
1995-01-01,150.5,5.6,886.899,781.57,7522.289,1995,8.82140274765002,8.892128279883394,1668.469,22.18033633113538,-0.21458333333333357,3.068329591953866,-0.6584123916067678
